Sample Name,IGSN,Site Identifier,Sample Description,Material,Collection method description,Longitude,Latitude,Elevation Unit,Elevation start,Field name (informal classification),Location Description,Collection date,Navigation Type,EPSG,GeolocationInstrument,Site_Veg,Needles,CoverCode,Family,Genus,Species,Country:,State/Province:,County:,City:,Collector/Chief Scientist:,Current Archive:,Current Archive Contact Details:
361-ER18-FO,IER18001I,361-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Boothii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.067583,38.953502,meters,2897,Shrub,Poverty Gulch,6/26/18,GPS,4326,RTK,willow,FALSE,boothii,Salicaceae,Salix,Boothii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
362-ER18-FO,IER18002H,362-ER18,"Foliar leaf samples,Foliar leaf samples from Adoxaceae Sambucus microbotrys",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.067696,38.953618,meters,2899.2,Shrub,Poverty Gulch,6/26/18,GPS,4326,RTK,shrub,FALSE,Elderberry,Adoxaceae,Sambucus,microbotrys,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
363-ER18-FO,IER18001J,363-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Boothii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.067145,38.953153,meters,2888.1,Shrub,Poverty Gulch,6/26/18,GPS,4326,RTK,willow,FALSE,boothii,Salicaceae,Salix,Boothii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
364-ER18-FO,IER18009S,364-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065407,38.991428,meters,3450.4,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
365-ER18-FO,IER18009T,365-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065224,38.991519,meters,3445.6,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
366-ER18-FO,IER18009U,366-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.0649,38.991636,meters,3441,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
367-ER18-FO,IER18009V,367-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064785,38.991665,meters,3438.4,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
368-ER18-FO,IER18009W,368-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064678,38.991559,meters,3432.5,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
369-ER18-FO,IER18009X,369-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064649,38.991361,meters,3426.2,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
370-ER18-FO,IER18009Y,370-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064553,38.991227,meters,3420.1,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
371-ER18-FO,IER18009Z,371-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064481,38.991121,meters,3417.3,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
372-ER18-FO,IER1800A0,372-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064271,38.991034,meters,3413.7,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
373-ER18-FO,IER1800A1,373-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064132,38.990856,meters,3412.2,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
374-ER18-FO,IER1800A2,374-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.062669,38.990756,meters,3390.1,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
375-ER18-FO,IER1800A3,375-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.062275,38.990709,meters,3386.3,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
376-ER18-FO,IER1800A4,376-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.061659,38.990558,meters,3384.4,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
377-ER18-FO,IER1800A5,377-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.060881,38.991022,meters,3377.9,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
378-ER18-FO,IER1800A6,378-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.06046,38.990831,meters,3380.6,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
379-ER18-FO,IER1800A7,379-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.060051,38.990865,meters,3382.5,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
380-ER18-FO,IER1800A8,380-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,,,,,Meadow,Mt. Cinnamon,6/27/18,GPS,NA,,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
381-ER18-FO,IER1800A9,381-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.059866,38.990445,meters,3388.2,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
382-ER18-FO,IER1800AA,382-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.059751,38.990447,meters,3388.9,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
383-ER18-FO,IER1800AB,383-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.059586,38.990356,meters,3394.4,Meadow,Mt. Cinnamon,6/27/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
384-ER18-FO,IER1800B7,384-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Planifolia",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064607,38.992046,meters,3442.4,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,willow,FALSE,planifolia,Salicaceae,Salix,Planifolia,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
385-ER18-FO,IER1800D0,385-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Wolfii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064416,38.992055,meters,3440.9,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,willow,FALSE,wolfii,Salicaceae,Salix,Wolfii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
386-ER18-FO,IER18004O,386-ER18,"Foliar leaf samples,Foliar leaf samples from Grossulariaceae Ribes montigenum",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064079,38.992416,meters,3436.7,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,shrub,FALSE,Gooseberry,Grossulariaceae,Ribes,montigenum,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
387-ER18-FO,IER1800BQ,387-ER18,"Foliar leaf samples,Foliar leaf samples from Rosaceae Dasiphora fruticosa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.063598,38.992294,meters,3415.4,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,shrub,FALSE,PenFlo,Rosaceae,Pentaphylloides,floribunda,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
388-ER18-FO,IER18001K,388-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Boothii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.063015,38.991552,meters,3389.6,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,willow,FALSE,boothii,Salicaceae,Salix,Boothii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
389-ER18-FO,IER1800B8,389-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Planifolia",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.062415,38.991518,meters,3381.2,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,willow,FALSE,planifolia,Salicaceae,Salix,Planifolia,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
390-ER18-FO,IER1800D1,390-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Wolfii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.062338,38.990631,meters,3389.1,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,willow,FALSE,wolfii,Salicaceae,Salix,Wolfii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
391-ER18-FO,IER1800D2,391-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Wolfii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.061389,38.990639,meters,3383.3,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,willow,FALSE,wolfii,Salicaceae,Salix,Wolfii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
392-ER18-FO,IER1800D3,392-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Wolfii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.059972,38.990704,meters,3384.6,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,willow,FALSE,wolfii,Salicaceae,Salix,Wolfii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
393-ER18-FO,IER1800D4,393-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Wolfii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.059135,38.990715,meters,3396.4,Shrub,Mt. Cinnamon,6/27/18,GPS,4326,RTK,willow,FALSE,wolfii,Salicaceae,Salix,Wolfii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
394-ER18-FO,IER18003X,394-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064396,38.989216,meters,3442.2,Tree,Mt. Cinnamon,6/27/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
395-ER18-FO,IER18003Y,395-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064244,38.988792,meters,3444.5,Tree,Mt. Cinnamon,6/27/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
396-ER18-FO,IER18003Z,396-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.063876,38.9893,meters,3438.7,Tree,Mt. Cinnamon,6/27/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
397-ER18-FO,IER1800CG,397-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Abies lasiocarpa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.063444,38.989602,meters,3425.2,Tree,Mt. Cinnamon,6/27/18,GPS,4326,RTK,needle,TRUE,SubFir,Pinaceae,Abies,lasiocarpa,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
398-ER18-FO,IER180040,398-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.063117,38.98909,meters,3434.1,Tree,Mt. Cinnamon,6/27/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
399-ER18-FO,IER180041,399-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.063252,38.989172,meters,3432.6,Tree,Mt. Cinnamon,6/27/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
400-ER18-FO,IER180042,400-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.063818,38.97594,meters,3048.2,Tree,Upper Slate River,6/28/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
401-ER18-FO,IER1800CH,401-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Abies lasiocarpa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.06378,38.975831,meters,3053.2,Tree,Upper Slate River,6/28/18,GPS,4326,RTK,needle,TRUE,SubFir,Pinaceae,Abies,lasiocarpa,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
402-ER18-FO,IER180043,402-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.06352,38.975857,meters,3063.6,Tree,Upper Slate River,6/28/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
403-ER18-FO,IER180044,403-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.063313,38.975994,meters,3067.3,Tree,Upper Slate River,6/28/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
404-ER18-FO,IER1800AC,404-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065683,38.975692,meters,2977.2,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
405-ER18-FO,IER1800AD,405-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065518,38.97556,meters,2980.4,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
406-ER18-FO,IER1800AE,406-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065644,38.975531,meters,2978.7,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
407-ER18-FO,IER1800AF,407-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065577,38.975221,meters,2979.1,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
408-ER18-FO,IER1800AG,408-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065619,38.975071,meters,2977.8,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
409-ER18-FO,IER1800AH,409-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065512,38.974974,meters,2980.4,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
410-ER18-FO,IER1800AI,410-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065579,38.974878,meters,2978.7,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
411-ER18-FO,IER1800AJ,411-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065615,38.974729,meters,2978.6,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
412-ER18-FO,IER1800AK,412-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065199,38.97452,meters,2989.3,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
413-ER18-FO,IER1800AL,413-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065299,38.974396,meters,2983.2,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
414-ER18-FO,IER1800AM,414-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065553,38.975789,meters,2979,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
415-ER18-FO,IER1800AN,415-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.065349,38.975698,meters,2983.8,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
416-ER18-FO,IER1800AO,416-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.064998,38.975754,meters,2995.2,Meadow,Upper Slate River,6/28/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
